date,country_name,percentage_of_cases,variant_name
5/11/20,Argentina,0,Alpha
5/25/20,Argentina,0,Alpha
7/20/20,Argentina,0,Alpha
8/17/20,Argentina,0,Alpha
8/31/20,Argentina,0,Alpha
3/15/21,Argentina,7.89,Alpha
3/29/21,Argentina,15.17,Alpha
4/12/21,Argentina,13.03,Alpha
4/26/21,Argentina,14.36,Alpha
5/10/21,Argentina,11.64,Alpha
5/24/21,Argentina,12.35,Alpha
6/7/21,Argentina,10.96,Alpha
6/21/21,Argentina,7.65,Alpha
7/5/21,Argentina,7.28,Alpha
7/19/21,Argentina,3.19,Alpha
8/2/21,Argentina,3.95,Alpha
8/16/21,Argentina,2.24,Alpha
8/30/21,Argentina,1.59,Alpha
9/13/21,Argentina,0.51,Alpha
9/27/21,Argentina,1.8,Alpha
10/11/21,Argentina,0.4,Alpha
10/25/21,Argentina,1.67,Alpha
11/8/21,Argentina,0.7,Alpha
11/22/21,Argentina,0,Alpha
12/6/21,Argentina,0,Alpha
12/20/21,Argentina,0.13,Alpha
1/3/22,Argentina,0,Alpha
1/17/22,Argentina,0,Alpha
1/31/22,Argentina,0,Alpha
2/14/22,Argentina,0,Alpha
2/28/22,Argentina,0,Alpha
3/14/22,Argentina,0,Alpha
5/23/22,Argentina,0,Alpha
6/6/22,Argentina,0,Alpha
6/20/22,Argentina,0,Alpha
7/4/22,Argentina,0,Alpha
7/18/22,Argentina,0,Alpha
8/1/22,Argentina,0,Alpha
8/15/22,Argentina,0,Alpha
8/29/22,Argentina,0,Alpha
9/12/22,Argentina,0,Alpha
2/15/21,Aruba,11.02,Alpha
3/1/21,Aruba,48.53,Alpha
3/15/21,Aruba,54.31,Alpha
4/12/21,Aruba,71.23,Alpha
4/26/21,Aruba,67.76,Alpha
5/10/21,Aruba,60.38,Alpha
6/7/21,Aruba,23.94,Alpha
8/2/21,Aruba,0,Alpha
8/16/21,Aruba,0,Alpha
8/30/21,Aruba,0,Alpha
9/13/21,Aruba,0,Alpha
9/27/21,Aruba,0,Alpha
12/6/21,Aruba,0,Alpha
5/11/20,Australia,0,Alpha
6/22/20,Australia,0,Alpha
7/6/20,Australia,0,Alpha
7/20/20,Australia,0,Alpha
8/3/20,Australia,0,Alpha
8/17/20,Australia,0,Alpha
8/31/20,Australia,0,Alpha
9/14/20,Australia,0,Alpha
9/28/20,Australia,0,Alpha
10/12/20,Australia,0,Alpha
10/26/20,Australia,0,Alpha
12/21/20,Australia,4.51,Alpha
1/4/21,Australia,7.65,Alpha
1/18/21,Australia,31.82,Alpha
3/15/21,Australia,53.92,Alpha
3/29/21,Australia,46.73,Alpha
4/12/21,Australia,55.66,Alpha
4/26/21,Australia,38.32,Alpha
5/10/21,Australia,30.33,Alpha
6/21/21,Australia,15.24,Alpha
7/5/21,Australia,6.87,Alpha
7/19/21,Australia,0.74,Alpha
8/2/21,Australia,0.18,Alpha
8/16/21,Australia,0.07,Alpha
8/30/21,Australia,0,Alpha
9/13/21,Australia,0,Alpha
9/27/21,Australia,0,Alpha
10/11/21,Australia,0,Alpha
10/25/21,Australia,0,Alpha
11/8/21,Australia,0,Alpha
11/22/21,Australia,0,Alpha
12/6/21,Australia,0,Alpha
12/20/21,Australia,0,Alpha
1/3/22,Australia,0,Alpha
1/17/22,Australia,0,Alpha
1/31/22,Australia,0,Alpha
2/14/22,Australia,0,Alpha
2/28/22,Australia,0,Alpha
3/14/22,Australia,0,Alpha
3/28/22,Australia,0,Alpha
4/11/22,Australia,0,Alpha
4/25/22,Australia,0,Alpha
5/9/22,Australia,0,Alpha
5/23/22,Australia,0,Alpha
6/6/22,Australia,0,Alpha
6/20/22,Australia,0,Alpha
7/4/22,Australia,0,Alpha
7/18/22,Australia,0,Alpha
8/1/22,Australia,0,Alpha
8/15/22,Australia,0,Alpha
8/29/22,Australia,0,Alpha
9/12/22,Australia,0,Alpha
9/26/22,Australia,0,Alpha
10/10/22,Australia,0,Alpha
10/24/22,Australia,0,Alpha
11/7/22,Australia,0,Alpha
11/21/22,Australia,0,Alpha
12/5/22,Australia,0,Alpha
12/19/22,Australia,0,Alpha
11/9/20,Austria,0,Alpha
11/23/20,Austria,0,Alpha
12/7/20,Austria,0.78,Alpha
1/4/21,Austria,4.41,Alpha
1/18/21,Austria,39.58,Alpha
2/1/21,Austria,18.93,Alpha
2/15/21,Austria,54.57,Alpha
3/1/21,Austria,67.13,Alpha
3/15/21,Austria,75.36,Alpha
3/29/21,Austria,93.13,Alpha
4/12/21,Austria,85.84,Alpha
4/26/21,Austria,83.98,Alpha
5/10/21,Austria,88.19,Alpha
5/24/21,Austria,82.56,Alpha
6/7/21,Austria,65.16,Alpha
6/21/21,Austria,44.5,Alpha
7/5/21,Austria,20.4,Alpha
7/19/21,Austria,2.35,Alpha
8/2/21,Austria,0.92,Alpha
8/16/21,Austria,0,Alpha
8/30/21,Austria,0,Alpha
9/13/21,Austria,0,Alpha
9/27/21,Austria,0,Alpha
10/11/21,Austria,0,Alpha
10/25/21,Austria,0,Alpha
11/8/21,Austria,0,Alpha
11/22/21,Austria,0,Alpha
12/6/21,Austria,0,Alpha
12/20/21,Austria,0,Alpha
1/3/22,Austria,0,Alpha
1/17/22,Austria,0,Alpha
1/31/22,Austria,0,Alpha
2/14/22,Austria,0,Alpha
2/28/22,Austria,0,Alpha
3/14/22,Austria,0,Alpha
3/28/22,Austria,0,Alpha
4/11/22,Austria,0,Alpha
4/25/22,Austria,0,Alpha
5/9/22,Austria,0,Alpha
5/23/22,Austria,0,Alpha
6/6/22,Austria,0,Alpha
6/20/22,Austria,0,Alpha
7/4/22,Austria,0,Alpha
7/18/22,Austria,0,Alpha
8/1/22,Austria,0,Alpha
8/15/22,Austria,0,Alpha
8/29/22,Austria,0,Alpha
9/12/22,Austria,0,Alpha
9/26/22,Austria,0,Alpha
10/10/22,Austria,0,Alpha
10/24/22,Austria,0,Alpha
11/7/22,Austria,0,Alpha
11/21/22,Austria,0,Alpha
12/5/22,Austria,0,Alpha
12/19/22,Austria,0,Alpha
7/5/21,Bahrain,0.75,Alpha
8/2/21,Bahrain,1.3,Alpha
8/30/21,Bahrain,0.39,Alpha
9/27/21,Bahrain,0,Alpha
10/11/21,Bahrain,0,Alpha
10/25/21,Bahrain,0,Alpha
11/8/21,Bahrain,0,Alpha
11/22/21,Bahrain,0,Alpha
12/6/21,Bahrain,0,Alpha
12/20/21,Bahrain,0.26,Alpha
1/3/22,Bahrain,0.54,Alpha
1/17/22,Bahrain,0,Alpha
2/14/22,Bahrain,0,Alpha
2/28/22,Bahrain,0,Alpha
3/14/22,Bahrain,0,Alpha
3/28/22,Bahrain,0,Alpha
4/11/22,Bahrain,0,Alpha
4/25/22,Bahrain,0,Alpha
5/9/22,Bahrain,0,Alpha
5/23/22,Bahrain,0,Alpha
6/6/22,Bahrain,0,Alpha
7/18/22,Bahrain,0,Alpha
8/1/22,Bahrain,0,Alpha
8/15/22,Bahrain,0,Alpha
5/11/20,Bangladesh,0,Alpha
5/25/20,Bangladesh,0,Alpha
6/8/20,Bangladesh,0,Alpha
6/22/20,Bangladesh,0,Alpha
7/6/20,Bangladesh,0,Alpha
7/20/20,Bangladesh,0,Alpha
3/29/21,Bangladesh,14.95,Alpha
4/12/21,Bangladesh,7.58,Alpha
7/5/21,Bangladesh,0.43,Alpha
7/19/21,Bangladesh,0,Alpha
8/2/21,Bangladesh,0,Alpha
8/16/21,Bangladesh,0,Alpha
8/30/21,Bangladesh,0,Alpha
9/13/21,Bangladesh,0,Alpha
9/27/21,Bangladesh,0,Alpha
10/11/21,Bangladesh,0,Alpha
10/25/21,Bangladesh,0,Alpha
11/22/21,Bangladesh,0,Alpha
12/6/21,Bangladesh,0,Alpha
12/20/21,Bangladesh,0,Alpha
1/3/22,Bangladesh,0,Alpha
1/17/22,Bangladesh,0,Alpha
1/31/22,Bangladesh,0,Alpha
2/14/22,Bangladesh,0,Alpha
2/28/22,Bangladesh,0,Alpha
7/4/22,Bangladesh,0,Alpha
5/11/20,Belgium,0,Alpha
8/3/20,Belgium,0,Alpha
8/17/20,Belgium,0,Alpha
9/28/20,Belgium,0,Alpha
10/12/20,Belgium,0,Alpha
10/26/20,Belgium,0,Alpha
11/9/20,Belgium,0,Alpha
11/23/20,Belgium,0,Alpha
12/7/20,Belgium,2.01,Alpha
12/21/20,Belgium,0,Alpha
1/4/21,Belgium,20.25,Alpha
1/18/21,Belgium,33.42,Alpha
2/1/21,Belgium,40.54,Alpha
2/15/21,Belgium,43.8,Alpha
3/1/21,Belgium,55.14,Alpha
3/15/21,Belgium,68.54,Alpha
3/29/21,Belgium,79.92,Alpha
4/12/21,Belgium,82.25,Alpha
4/26/21,Belgium,81.1,Alpha
5/10/21,Belgium,83.58,Alpha
5/24/21,Belgium,80.58,Alpha
6/7/21,Belgium,77.7,Alpha
6/21/21,Belgium,66.35,Alpha
7/5/21,Belgium,29.22,Alpha
7/19/21,Belgium,10.3,Alpha
8/2/21,Belgium,1.85,Alpha
8/16/21,Belgium,0.44,Alpha
8/30/21,Belgium,0.27,Alpha
9/13/21,Belgium,0,Alpha
9/27/21,Belgium,0.03,Alpha
10/11/21,Belgium,0.1,Alpha
10/25/21,Belgium,0,Alpha
11/8/21,Belgium,0,Alpha
11/22/21,Belgium,0.02,Alpha
12/6/21,Belgium,0,Alpha
12/20/21,Belgium,0,Alpha
1/3/22,Belgium,0.02,Alpha
1/17/22,Belgium,0,Alpha
1/31/22,Belgium,0,Alpha
2/14/22,Belgium,0,Alpha
2/28/22,Belgium,0,Alpha
3/14/22,Belgium,0,Alpha
3/28/22,Belgium,0,Alpha
4/11/22,Belgium,0,Alpha
4/25/22,Belgium,0,Alpha
5/9/22,Belgium,0,Alpha
5/23/22,Belgium,0,Alpha
6/6/22,Belgium,0,Alpha
6/20/22,Belgium,0,Alpha
7/4/22,Belgium,0,Alpha
7/18/22,Belgium,0,Alpha
8/1/22,Belgium,0,Alpha
8/15/22,Belgium,0,Alpha
8/29/22,Belgium,0,Alpha
9/12/22,Belgium,0,Alpha
9/26/22,Belgium,0,Alpha
10/10/22,Belgium,0,Alpha
10/24/22,Belgium,0,Alpha
11/7/22,Belgium,0,Alpha
11/21/22,Belgium,0,Alpha
12/5/22,Belgium,0,Alpha
12/19/22,Belgium,0,Alpha
1/3/22,Belize,0,Alpha
12/20/21,Benin,0,Alpha
1/3/22,Benin,0,Alpha
10/11/21,Bosnia and Herzegovina,0,Alpha
10/25/21,Bosnia and Herzegovina,0,Alpha
11/8/21,Bosnia and Herzegovina,0,Alpha
11/22/21,Bosnia and Herzegovina,0,Alpha
12/6/21,Bosnia and Herzegovina,0,Alpha
12/20/21,Bosnia and Herzegovina,0,Alpha
1/3/22,Bosnia and Herzegovina,0,Alpha
6/21/21,Botswana,0,Alpha
7/5/21,Botswana,0,Alpha
8/30/21,Botswana,0,Alpha
9/13/21,Botswana,0,Alpha
11/22/21,Botswana,0,Alpha
12/20/21,Botswana,0,Alpha
1/3/22,Botswana,0,Alpha
1/17/22,Botswana,0,Alpha
6/20/22,Botswana,0,Alpha
7/4/22,Botswana,0,Alpha
5/11/20,Brazil,0,Alpha
5/25/20,Brazil,0,Alpha
6/8/20,Brazil,0,Alpha
6/22/20,Brazil,0,Alpha
7/6/20,Brazil,0,Alpha
7/20/20,Brazil,0,Alpha
8/3/20,Brazil,0,Alpha
8/17/20,Brazil,0,Alpha
8/31/20,Brazil,0,Alpha
9/14/20,Brazil,0,Alpha
9/28/20,Brazil,0,Alpha
10/12/20,Brazil,0,Alpha
10/26/20,Brazil,0,Alpha
11/9/20,Brazil,0,Alpha
11/23/20,Brazil,0,Alpha
12/7/20,Brazil,0,Alpha
12/21/20,Brazil,0,Alpha
1/4/21,Brazil,0.79,Alpha
1/18/21,Brazil,2.93,Alpha
2/1/21,Brazil,2.23,Alpha
2/15/21,Brazil,1.69,Alpha
3/1/21,Brazil,2.68,Alpha
3/15/21,Brazil,4.16,Alpha
3/29/21,Brazil,4.07,Alpha
4/12/21,Brazil,4.5,Alpha
4/26/21,Brazil,3.04,Alpha
5/10/21,Brazil,2.06,Alpha
5/24/21,Brazil,2.3,Alpha
6/7/21,Brazil,3.35,Alpha
6/21/21,Brazil,2.65,Alpha
7/5/21,Brazil,1.46,Alpha
7/19/21,Brazil,0.57,Alpha
8/2/21,Brazil,0.75,Alpha
8/16/21,Brazil,0.22,Alpha
8/30/21,Brazil,0.12,Alpha
9/13/21,Brazil,0.01,Alpha
9/27/21,Brazil,0,Alpha
10/11/21,Brazil,0,Alpha
10/25/21,Brazil,0,Alpha
11/8/21,Brazil,0,Alpha
11/22/21,Brazil,0,Alpha
12/6/21,Brazil,0,Alpha
12/20/21,Brazil,0,Alpha
1/3/22,Brazil,0,Alpha
1/17/22,Brazil,0,Alpha
1/31/22,Brazil,0,Alpha
2/14/22,Brazil,0,Alpha
2/28/22,Brazil,0,Alpha
3/14/22,Brazil,0,Alpha
3/28/22,Brazil,0,Alpha
4/11/22,Brazil,0,Alpha
4/25/22,Brazil,0,Alpha
5/9/22,Brazil,0,Alpha
5/23/22,Brazil,0,Alpha
6/6/22,Brazil,0,Alpha
6/20/22,Brazil,0,Alpha
7/4/22,Brazil,0,Alpha
7/18/22,Brazil,0,Alpha
8/1/22,Brazil,0,Alpha
8/15/22,Brazil,0,Alpha
8/29/22,Brazil,0,Alpha
9/12/22,Brazil,0,Alpha
9/26/22,Brazil,0,Alpha
10/10/22,Brazil,0,Alpha
10/24/22,Brazil,0,Alpha
11/7/22,Brazil,0,Alpha
11/21/22,Brazil,0,Alpha
12/5/22,Brazil,0,Alpha
11/22/21,Brunei,0,Alpha
12/6/21,Brunei,0,Alpha
12/20/21,Brunei,0,Alpha
1/17/22,Brunei,0,Alpha
1/31/22,Brunei,0,Alpha
2/14/22,Brunei,0,Alpha
2/28/22,Brunei,0,Alpha
3/14/22,Brunei,0,Alpha
3/28/22,Brunei,0,Alpha
6/20/22,Brunei,0,Alpha
7/4/22,Brunei,0,Alpha
8/15/22,Brunei,0,Alpha
8/29/22,Brunei,0,Alpha
9/12/22,Brunei,0,Alpha
9/26/22,Brunei,0,Alpha
10/10/22,Brunei,0,Alpha
10/24/22,Brunei,0,Alpha
11/7/22,Brunei,0,Alpha
11/21/22,Brunei,0,Alpha
12/5/22,Brunei,0,Alpha
2/1/21,Bulgaria,74.64,Alpha
2/15/21,Bulgaria,85.71,Alpha
3/1/21,Bulgaria,96.64,Alpha
3/15/21,Bulgaria,95.7,Alpha
3/29/21,Bulgaria,98.75,Alpha
4/12/21,Bulgaria,99.33,Alpha
4/26/21,Bulgaria,100,Alpha
5/10/21,Bulgaria,100,Alpha
7/5/21,Bulgaria,44.38,Alpha
7/19/21,Bulgaria,16.56,Alpha
8/2/21,Bulgaria,1.34,Alpha
8/16/21,Bulgaria,0.66,Alpha
8/30/21,Bulgaria,0.11,Alpha
9/13/21,Bulgaria,0,Alpha
9/27/21,Bulgaria,0,Alpha
10/11/21,Bulgaria,0.1,Alpha
10/25/21,Bulgaria,0,Alpha
11/8/21,Bulgaria,0,Alpha
11/22/21,Bulgaria,0,Alpha
12/6/21,Bulgaria,0,Alpha
12/20/21,Bulgaria,0,Alpha
1/3/22,Bulgaria,0,Alpha
1/17/22,Bulgaria,0,Alpha
1/31/22,Bulgaria,0,Alpha
2/14/22,Bulgaria,0,Alpha
2/28/22,Bulgaria,0,Alpha
3/14/22,Bulgaria,0,Alpha
3/28/22,Bulgaria,0,Alpha
4/11/22,Bulgaria,0,Alpha
4/25/22,Bulgaria,0,Alpha
5/9/22,Bulgaria,0,Alpha
7/18/22,Bulgaria,0,Alpha
8/1/22,Bulgaria,0,Alpha
8/15/22,Bulgaria,0,Alpha
8/2/21,Cambodia,51.46,Alpha
10/25/21,Cambodia,11.64,Alpha
11/8/21,Cambodia,0.8,Alpha
11/22/21,Cambodia,0,Alpha
12/6/21,Cambodia,0.67,Alpha
12/20/21,Cambodia,0,Alpha
1/17/22,Cambodia,0,Alpha
1/31/22,Cambodia,0,Alpha
2/14/22,Cambodia,0,Alpha
2/28/22,Cambodia,0,Alpha
3/14/22,Cambodia,0,Alpha
9/13/21,Cameroon,0,Alpha
1/17/22,Cameroon,0,Alpha
5/11/20,Canada,0,Alpha
5/25/20,Canada,0,Alpha
6/8/20,Canada,0,Alpha
6/22/20,Canada,0,Alpha
7/6/20,Canada,0,Alpha
7/20/20,Canada,0,Alpha
8/3/20,Canada,0,Alpha
8/17/20,Canada,0,Alpha
8/31/20,Canada,0,Alpha
9/14/20,Canada,0,Alpha
9/28/20,Canada,0,Alpha
10/12/20,Canada,0,Alpha
10/26/20,Canada,0,Alpha
11/9/20,Canada,0.05,Alpha
11/23/20,Canada,0,Alpha
12/7/20,Canada,0,Alpha
12/21/20,Canada,0.18,Alpha
1/4/21,Canada,0.32,Alpha
1/18/21,Canada,0.85,Alpha
2/1/21,Canada,2.4,Alpha
2/15/21,Canada,7.67,Alpha
3/1/21,Canada,21.77,Alpha
3/15/21,Canada,34.28,Alpha
3/29/21,Canada,49.15,Alpha
4/12/21,Canada,42.23,Alpha
4/26/21,Canada,54.55,Alpha
5/10/21,Canada,57.64,Alpha
5/24/21,Canada,57.11,Alpha
6/7/21,Canada,56.38,Alpha
6/21/21,Canada,49.99,Alpha
7/5/21,Canada,44.74,Alpha
7/19/21,Canada,20.58,Alpha
8/2/21,Canada,7.22,Alpha
8/16/21,Canada,3.07,Alpha
8/30/21,Canada,0.91,Alpha
9/13/21,Canada,0.69,Alpha
9/27/21,Canada,0.15,Alpha
10/11/21,Canada,0.03,Alpha
10/25/21,Canada,0.06,Alpha
11/8/21,Canada,0.03,Alpha
11/22/21,Canada,0,Alpha
12/6/21,Canada,0,Alpha
12/20/21,Canada,0,Alpha
1/3/22,Canada,0,Alpha
1/17/22,Canada,0,Alpha
1/31/22,Canada,0,Alpha
2/14/22,Canada,0,Alpha
2/28/22,Canada,0,Alpha
3/14/22,Canada,0,Alpha
3/28/22,Canada,0,Alpha
4/11/22,Canada,0,Alpha
4/25/22,Canada,0,Alpha
5/9/22,Canada,0,Alpha
5/23/22,Canada,0,Alpha
6/6/22,Canada,0,Alpha
6/20/22,Canada,0,Alpha
7/4/22,Canada,0,Alpha
7/18/22,Canada,0,Alpha
8/1/22,Canada,0,Alpha
8/15/22,Canada,0,Alpha
8/29/22,Canada,0,Alpha
9/12/22,Canada,0,Alpha
9/26/22,Canada,0,Alpha
10/10/22,Canada,0,Alpha
10/24/22,Canada,0,Alpha
11/7/22,Canada,0,Alpha
11/21/22,Canada,0,Alpha
12/5/22,Canada,0,Alpha
12/19/22,Canada,0,Alpha
5/11/20,Chile,0,Alpha
3/29/21,Chile,4.48,Alpha
4/12/21,Chile,10.19,Alpha
4/26/21,Chile,5.25,Alpha
5/10/21,Chile,4.05,Alpha
5/24/21,Chile,3.43,Alpha
6/7/21,Chile,2.72,Alpha
6/21/21,Chile,1.36,Alpha
7/5/21,Chile,1.07,Alpha
7/19/21,Chile,1.19,Alpha
8/2/21,Chile,1.11,Alpha
8/16/21,Chile,0.83,Alpha
8/30/21,Chile,0.37,Alpha
9/13/21,Chile,0.09,Alpha
9/27/21,Chile,0,Alpha
10/11/21,Chile,0,Alpha
10/25/21,Chile,0,Alpha
11/8/21,Chile,0,Alpha
11/22/21,Chile,0,Alpha
12/6/21,Chile,0,Alpha
12/20/21,Chile,0,Alpha
1/3/22,Chile,0,Alpha
1/17/22,Chile,0,Alpha
1/31/22,Chile,0,Alpha
2/14/22,Chile,0,Alpha
2/28/22,Chile,0,Alpha
3/14/22,Chile,0,Alpha
3/28/22,Chile,0,Alpha
4/11/22,Chile,0,Alpha
4/25/22,Chile,0,Alpha
5/9/22,Chile,0,Alpha
5/23/22,Chile,0,Alpha
6/6/22,Chile,0,Alpha
6/20/22,Chile,0,Alpha
7/4/22,Chile,0,Alpha
7/18/22,Chile,0,Alpha
8/1/22,Chile,0,Alpha
8/15/22,Chile,0,Alpha
8/29/22,Chile,0,Alpha
9/12/22,Chile,0,Alpha
9/26/22,Chile,0,Alpha
10/10/22,Chile,0,Alpha
10/24/22,Chile,0,Alpha
11/7/22,Chile,0,Alpha
11/21/22,Chile,0,Alpha
12/5/22,Chile,0,Alpha
6/7/21,China,11.88,Alpha
9/27/21,China,0,Alpha
11/8/21,China,0,Alpha
11/22/21,China,0,Alpha
8/15/22,China,0,Alpha
4/12/21,Colombia,7.97,Alpha
4/26/21,Colombia,11.66,Alpha
5/10/21,Colombia,3.24,Alpha
5/24/21,Colombia,1.92,Alpha
6/7/21,Colombia,1.68,Alpha
6/21/21,Colombia,0,Alpha
7/5/21,Colombia,0,Alpha
7/19/21,Colombia,0,Alpha
8/2/21,Colombia,0,Alpha
8/16/21,Colombia,0.12,Alpha
8/30/21,Colombia,0,Alpha
9/13/21,Colombia,0,Alpha
9/27/21,Colombia,0,Alpha
10/11/21,Colombia,0.12,Alpha
10/25/21,Colombia,0,Alpha
11/8/21,Colombia,0,Alpha
11/22/21,Colombia,0,Alpha
12/6/21,Colombia,0,Alpha
12/20/21,Colombia,0,Alpha
1/3/22,Colombia,0,Alpha
1/17/22,Colombia,0,Alpha
1/31/22,Colombia,0,Alpha
2/14/22,Colombia,0,Alpha
2/28/22,Colombia,0,Alpha
3/14/22,Colombia,0,Alpha
3/28/22,Colombia,0,Alpha
4/11/22,Colombia,0,Alpha
4/25/22,Colombia,0,Alpha
5/9/22,Colombia,0,Alpha
5/23/22,Colombia,0,Alpha
6/6/22,Colombia,0,Alpha
6/20/22,Colombia,0,Alpha
7/4/22,Colombia,0,Alpha
7/18/22,Colombia,0,Alpha
8/1/22,Colombia,0,Alpha
8/15/22,Colombia,0,Alpha
8/29/22,Colombia,0,Alpha
11/7/22,Colombia,0,Alpha
11/21/22,Colombia,0,Alpha
12/5/22,Colombia,0,Alpha
10/11/21,Costa Rica,0,Alpha
10/25/21,Costa Rica,0,Alpha
11/8/21,Costa Rica,0,Alpha
11/22/21,Costa Rica,0,Alpha
12/6/21,Costa Rica,0,Alpha
12/20/21,Costa Rica,0,Alpha
1/3/22,Costa Rica,0,Alpha
1/17/22,Costa Rica,0,Alpha
1/31/22,Costa Rica,0,Alpha
2/14/22,Costa Rica,0,Alpha
2/28/22,Costa Rica,0,Alpha
3/14/22,Costa Rica,0,Alpha
3/28/22,Costa Rica,0,Alpha
4/11/22,Costa Rica,0,Alpha
4/25/22,Costa Rica,0,Alpha
5/9/22,Costa Rica,0,Alpha
5/23/22,Costa Rica,0,Alpha
6/6/22,Costa Rica,0,Alpha
6/20/22,Costa Rica,0,Alpha
7/4/22,Costa Rica,0,Alpha
7/18/22,Costa Rica,0,Alpha
8/1/22,Costa Rica,0,Alpha
8/15/22,Costa Rica,0,Alpha
8/29/22,Costa Rica,0,Alpha
9/12/22,Costa Rica,0,Alpha
9/26/22,Costa Rica,0,Alpha
10/10/22,Costa Rica,0,Alpha
10/24/22,Costa Rica,0,Alpha
11/7/22,Costa Rica,0,Alpha
2/15/21,Croatia,27.5,Alpha
3/1/21,Croatia,52.29,Alpha
3/15/21,Croatia,78.29,Alpha
3/29/21,Croatia,93.95,Alpha
4/12/21,Croatia,97.47,Alpha
4/26/21,Croatia,87.74,Alpha
5/10/21,Croatia,99.16,Alpha
5/24/21,Croatia,98.38,Alpha
6/7/21,Croatia,86.9,Alpha
6/21/21,Croatia,61.38,Alpha
7/5/21,Croatia,16.79,Alpha
7/19/21,Croatia,8.33,Alpha
8/2/21,Croatia,2.44,Alpha
8/16/21,Croatia,0.81,Alpha
8/30/21,Croatia,0.34,Alpha
9/13/21,Croatia,0,Alpha
9/27/21,Croatia,0,Alpha
10/11/21,Croatia,0,Alpha
10/25/21,Croatia,0,Alpha
11/8/21,Croatia,0,Alpha
11/22/21,Croatia,0,Alpha
12/6/21,Croatia,0,Alpha
12/20/21,Croatia,0,Alpha
1/3/22,Croatia,0,Alpha
1/17/22,Croatia,0,Alpha
1/31/22,Croatia,0,Alpha
2/14/22,Croatia,0,Alpha
2/28/22,Croatia,0,Alpha
3/14/22,Croatia,0,Alpha
3/28/22,Croatia,0,Alpha
4/11/22,Croatia,0,Alpha
4/25/22,Croatia,0,Alpha
5/9/22,Croatia,0,Alpha
5/23/22,Croatia,0,Alpha
6/6/22,Croatia,0,Alpha
6/20/22,Croatia,0,Alpha
7/4/22,Croatia,0,Alpha
7/18/22,Croatia,0,Alpha
8/1/22,Croatia,0,Alpha
8/15/22,Croatia,0,Alpha
8/29/22,Croatia,0,Alpha
9/12/22,Croatia,0,Alpha
9/26/22,Croatia,0,Alpha
10/10/22,Croatia,0,Alpha
10/24/22,Croatia,0,Alpha
11/7/22,Croatia,0,Alpha
11/21/22,Croatia,0,Alpha
12/5/22,Croatia,0,Alpha
1/17/22,Curacao,0,Alpha
11/9/20,Cyprus,0,Alpha
1/17/22,Cyprus,0,Alpha
1/18/21,Czechia,40.62,Alpha
2/1/21,Czechia,56,Alpha
2/15/21,Czechia,87.52,Alpha
3/1/21,Czechia,73.99,Alpha
3/15/21,Czechia,78.98,Alpha
3/29/21,Czechia,89.7,Alpha
4/12/21,Czechia,97.54,Alpha
4/26/21,Czechia,90.58,Alpha
5/10/21,Czechia,92.43,Alpha
5/24/21,Czechia,89.07,Alpha
6/7/21,Czechia,80,Alpha
6/21/21,Czechia,88.93,Alpha
7/5/21,Czechia,27.39,Alpha
7/19/21,Czechia,1.47,Alpha
8/2/21,Czechia,0.47,Alpha
8/16/21,Czechia,0.11,Alpha
8/30/21,Czechia,0,Alpha
9/13/21,Czechia,0,Alpha
9/27/21,Czechia,0,Alpha
10/11/21,Czechia,0,Alpha
10/25/21,Czechia,0,Alpha
11/8/21,Czechia,0,Alpha
11/22/21,Czechia,0,Alpha
12/6/21,Czechia,0,Alpha
12/20/21,Czechia,0,Alpha
1/3/22,Czechia,0,Alpha
1/17/22,Czechia,0,Alpha
1/31/22,Czechia,0,Alpha
2/14/22,Czechia,0,Alpha
2/28/22,Czechia,0,Alpha
3/14/22,Czechia,0,Alpha
3/28/22,Czechia,0,Alpha
4/11/22,Czechia,0,Alpha
4/25/22,Czechia,0,Alpha
5/9/22,Czechia,0,Alpha
5/23/22,Czechia,0,Alpha
6/6/22,Czechia,0,Alpha
6/20/22,Czechia,0,Alpha
7/4/22,Czechia,0,Alpha
7/18/22,Czechia,0,Alpha
8/1/22,Czechia,0,Alpha
8/15/22,Czechia,0,Alpha
8/29/22,Czechia,0,Alpha
9/12/22,Czechia,0,Alpha
9/26/22,Czechia,0,Alpha
10/10/22,Czechia,0,Alpha
10/24/22,Czechia,0,Alpha
11/7/22,Czechia,0,Alpha
11/21/22,Czechia,0,Alpha
12/5/22,Czechia,0,Alpha
5/11/20,Denmark,0,Alpha
5/25/20,Denmark,0,Alpha
6/8/20,Denmark,0,Alpha
6/22/20,Denmark,0,Alpha
7/20/20,Denmark,0,Alpha
8/3/20,Denmark,0,Alpha
8/17/20,Denmark,0,Alpha
8/31/20,Denmark,0,Alpha
9/14/20,Denmark,0,Alpha
9/28/20,Denmark,0,Alpha
10/12/20,Denmark,0,Alpha
10/26/20,Denmark,0,Alpha
11/9/20,Denmark,0,Alpha
11/23/20,Denmark,0.1,Alpha
12/7/20,Denmark,0.2,Alpha
12/21/20,Denmark,0.56,Alpha
1/4/21,Denmark,1.89,Alpha
1/18/21,Denmark,5.37,Alpha
2/1/21,Denmark,15.41,Alpha
2/15/21,Denmark,37.97,Alpha
3/1/21,Denmark,71.32,Alpha
3/15/21,Denmark,89.04,Alpha
3/29/21,Denmark,92.08,Alpha
4/12/21,Denmark,95.27,Alpha
4/26/21,Denmark,96.75,Alpha
5/10/21,Denmark,95.94,Alpha
