date,country_name,percentage_of_cases,variant_name
6/20/22,Malaysia,0.01,Org. Strain
7/4/22,Malaysia,0.01,Org. Strain
7/18/22,Malaysia,0,Org. Strain
8/1/22,Malaysia,0.01,Org. Strain
8/15/22,Malaysia,0,Org. Strain
8/29/22,Malaysia,0,Org. Strain
9/12/22,Malaysia,0.01,Org. Strain
9/26/22,Malaysia,0,Org. Strain
10/10/22,Malaysia,-0.01,Org. Strain
10/24/22,Malaysia,0.01,Org. Strain
11/7/22,Malaysia,0.01,Org. Strain
11/21/22,Malaysia,-0.02,Org. Strain
12/5/22,Malaysia,0,Org. Strain
12/19/22,Malaysia,0.01,Org. Strain
9/27/21,Maldives,0,Org. Strain
12/20/21,Maldives,-0.01,Org. Strain
12/20/21,Malta,0,Org. Strain
1/31/22,Mauritius,0,Org. Strain
2/14/22,Mauritius,0,Org. Strain
2/28/22,Mauritius,0.01,Org. Strain
3/14/22,Mauritius,0,Org. Strain
3/28/22,Mauritius,0,Org. Strain
4/11/22,Mauritius,0,Org. Strain
4/25/22,Mauritius,0,Org. Strain
5/23/22,Mauritius,-0.01,Org. Strain
6/6/22,Mauritius,0,Org. Strain
7/4/22,Mauritius,0,Org. Strain
7/18/22,Mauritius,0,Org. Strain
8/1/22,Mauritius,0,Org. Strain
8/15/22,Mauritius,0,Org. Strain
8/29/22,Mauritius,0.01,Org. Strain
9/26/22,Mauritius,0,Org. Strain
5/11/20,Mexico,100,Org. Strain
5/25/20,Mexico,100,Org. Strain
6/8/20,Mexico,100,Org. Strain
6/22/20,Mexico,100,Org. Strain
7/6/20,Mexico,100,Org. Strain
7/20/20,Mexico,100,Org. Strain
8/3/20,Mexico,100,Org. Strain
8/17/20,Mexico,100,Org. Strain
8/31/20,Mexico,100,Org. Strain
9/14/20,Mexico,100,Org. Strain
11/23/20,Mexico,91.71,Org. Strain
12/7/20,Mexico,85.23,Org. Strain
12/21/20,Mexico,78.48,Org. Strain
1/4/21,Mexico,74.17,Org. Strain
1/18/21,Mexico,52.72,Org. Strain
2/1/21,Mexico,46.9,Org. Strain
2/15/21,Mexico,28.64,Org. Strain
3/1/21,Mexico,26.31,Org. Strain
3/15/21,Mexico,16.89,Org. Strain
3/29/21,Mexico,17.77,Org. Strain
4/12/21,Mexico,10.31,Org. Strain
4/26/21,Mexico,7.5,Org. Strain
5/10/21,Mexico,9.95,Org. Strain
5/24/21,Mexico,11.19,Org. Strain
6/7/21,Mexico,8.36,Org. Strain
6/21/21,Mexico,4.88,Org. Strain
7/5/21,Mexico,1.99,Org. Strain
7/19/21,Mexico,1.11,Org. Strain
8/2/21,Mexico,8.53,Org. Strain
8/16/21,Mexico,7.35,Org. Strain
8/30/21,Mexico,5.14,Org. Strain
9/13/21,Mexico,0.04,Org. Strain
9/27/21,Mexico,0.13,Org. Strain
10/11/21,Mexico,0,Org. Strain
10/25/21,Mexico,0.06,Org. Strain
11/8/21,Mexico,0,Org. Strain
11/22/21,Mexico,0.07,Org. Strain
12/6/21,Mexico,0.16,Org. Strain
12/20/21,Mexico,0,Org. Strain
1/3/22,Mexico,0,Org. Strain
1/17/22,Mexico,0,Org. Strain
1/31/22,Mexico,0,Org. Strain
2/14/22,Mexico,0,Org. Strain
2/28/22,Mexico,0,Org. Strain
3/14/22,Mexico,0.12,Org. Strain
3/28/22,Mexico,0,Org. Strain
4/11/22,Mexico,0,Org. Strain
4/25/22,Mexico,0,Org. Strain
5/9/22,Mexico,0,Org. Strain
5/23/22,Mexico,0,Org. Strain
6/6/22,Mexico,0.01,Org. Strain
6/20/22,Mexico,0.01,Org. Strain
7/4/22,Mexico,0,Org. Strain
7/18/22,Mexico,-0.01,Org. Strain
8/1/22,Mexico,0,Org. Strain
8/15/22,Mexico,0,Org. Strain
8/29/22,Mexico,0,Org. Strain
9/12/22,Mexico,-0.01,Org. Strain
9/26/22,Mexico,-0.01,Org. Strain
10/10/22,Mexico,0,Org. Strain
10/24/22,Mexico,-0.01,Org. Strain
11/7/22,Mexico,0,Org. Strain
11/21/22,Mexico,0,Org. Strain
12/5/22,Mexico,-0.01,Org. Strain
1/17/22,Moldova,0,Org. Strain
8/2/21,Mongolia,0,Org. Strain
8/16/21,Mongolia,-0.01,Org. Strain
6/20/22,Morocco,-0.01,Org. Strain
7/4/22,Morocco,0.01,Org. Strain
7/5/21,Mozambique,0.96,Org. Strain
7/19/21,Mozambique,0,Org. Strain
12/20/21,Namibia,0.82,Org. Strain
1/3/22,Namibia,0,Org. Strain
7/5/21,Nepal,0,Org. Strain
8/16/21,Nepal,0,Org. Strain
8/30/21,Nepal,0,Org. Strain
9/13/21,Nepal,0,Org. Strain
9/27/21,Nepal,1.97,Org. Strain
10/11/21,Nepal,1.45,Org. Strain
10/25/21,Nepal,0,Org. Strain
12/20/21,Nepal,0,Org. Strain
1/17/22,Nepal,0,Org. Strain
1/31/22,Nepal,0,Org. Strain
5/11/20,Netherlands,100,Org. Strain
5/25/20,Netherlands,100,Org. Strain
6/8/20,Netherlands,100,Org. Strain
8/17/20,Netherlands,87.03,Org. Strain
9/28/20,Netherlands,20.61,Org. Strain
10/12/20,Netherlands,14.49,Org. Strain
10/26/20,Netherlands,15.57,Org. Strain
11/9/20,Netherlands,11.48,Org. Strain
11/23/20,Netherlands,7.99,Org. Strain
12/7/20,Netherlands,11.78,Org. Strain
12/21/20,Netherlands,3.48,Org. Strain
1/4/21,Netherlands,4.37,Org. Strain
1/18/21,Netherlands,4.19,Org. Strain
2/1/21,Netherlands,4.61,Org. Strain
2/15/21,Netherlands,4.3,Org. Strain
3/1/21,Netherlands,1.46,Org. Strain
3/15/21,Netherlands,0.86,Org. Strain
3/29/21,Netherlands,0.71,Org. Strain
4/12/21,Netherlands,0.36,Org. Strain
4/26/21,Netherlands,0.09,Org. Strain
5/10/21,Netherlands,0.19,Org. Strain
5/24/21,Netherlands,0.2,Org. Strain
6/7/21,Netherlands,0.86,Org. Strain
6/21/21,Netherlands,1.24,Org. Strain
7/5/21,Netherlands,1.03,Org. Strain
7/19/21,Netherlands,0.18,Org. Strain
8/2/21,Netherlands,0.02,Org. Strain
8/16/21,Netherlands,0.04,Org. Strain
8/30/21,Netherlands,0.02,Org. Strain
9/13/21,Netherlands,0.02,Org. Strain
9/27/21,Netherlands,0.03,Org. Strain
10/11/21,Netherlands,0,Org. Strain
10/25/21,Netherlands,0.07,Org. Strain
11/8/21,Netherlands,0.03,Org. Strain
11/22/21,Netherlands,0,Org. Strain
12/6/21,Netherlands,0,Org. Strain
12/20/21,Netherlands,0.02,Org. Strain
1/3/22,Netherlands,0.02,Org. Strain
1/17/22,Netherlands,0,Org. Strain
1/31/22,Netherlands,0,Org. Strain
2/14/22,Netherlands,0,Org. Strain
2/28/22,Netherlands,0.06,Org. Strain
3/14/22,Netherlands,0.02,Org. Strain
3/28/22,Netherlands,0.01,Org. Strain
4/11/22,Netherlands,0.01,Org. Strain
4/25/22,Netherlands,0.04,Org. Strain
5/9/22,Netherlands,0,Org. Strain
5/23/22,Netherlands,-0.01,Org. Strain
6/6/22,Netherlands,0.01,Org. Strain
6/20/22,Netherlands,0.01,Org. Strain
7/4/22,Netherlands,0,Org. Strain
7/18/22,Netherlands,0,Org. Strain
8/1/22,Netherlands,0.01,Org. Strain
8/15/22,Netherlands,0.01,Org. Strain
8/29/22,Netherlands,0,Org. Strain
9/12/22,Netherlands,-0.01,Org. Strain
9/26/22,Netherlands,0.01,Org. Strain
10/10/22,Netherlands,0,Org. Strain
10/24/22,Netherlands,0,Org. Strain
11/7/22,Netherlands,0,Org. Strain
11/21/22,Netherlands,-0.01,Org. Strain
12/5/22,Netherlands,0.01,Org. Strain
12/19/22,Netherlands,0,Org. Strain
8/30/21,New Zealand,0,Org. Strain
9/13/21,New Zealand,0,Org. Strain
9/27/21,New Zealand,0,Org. Strain
10/11/21,New Zealand,0,Org. Strain
10/25/21,New Zealand,0,Org. Strain
11/8/21,New Zealand,0,Org. Strain
11/22/21,New Zealand,0,Org. Strain
12/6/21,New Zealand,0,Org. Strain
12/20/21,New Zealand,0,Org. Strain
1/3/22,New Zealand,0,Org. Strain
1/17/22,New Zealand,0,Org. Strain
1/31/22,New Zealand,0,Org. Strain
2/14/22,New Zealand,0.01,Org. Strain
2/28/22,New Zealand,0.14,Org. Strain
3/14/22,New Zealand,0.01,Org. Strain
3/28/22,New Zealand,0,Org. Strain
4/11/22,New Zealand,0.16,Org. Strain
4/25/22,New Zealand,0,Org. Strain
5/9/22,New Zealand,0,Org. Strain
5/23/22,New Zealand,0.01,Org. Strain
6/6/22,New Zealand,-0.01,Org. Strain
6/20/22,New Zealand,0.01,Org. Strain
7/4/22,New Zealand,0,Org. Strain
7/18/22,New Zealand,0.01,Org. Strain
8/1/22,New Zealand,0,Org. Strain
8/15/22,New Zealand,0,Org. Strain
8/29/22,New Zealand,0.01,Org. Strain
9/12/22,New Zealand,-0.02,Org. Strain
9/26/22,New Zealand,0.01,Org. Strain
10/10/22,New Zealand,0,Org. Strain
10/24/22,New Zealand,0,Org. Strain
11/7/22,New Zealand,-0.01,Org. Strain
11/21/22,New Zealand,0.01,Org. Strain
12/5/22,New Zealand,0.01,Org. Strain
1/18/21,Nigeria,17.22,Org. Strain
2/1/21,Nigeria,13.56,Org. Strain
2/15/21,Nigeria,11.04,Org. Strain
8/2/21,Nigeria,5.94,Org. Strain
8/16/21,Nigeria,1.64,Org. Strain
8/30/21,Nigeria,0,Org. Strain
9/13/21,Nigeria,0.24,Org. Strain
9/27/21,Nigeria,0.86,Org. Strain
12/6/21,Nigeria,1.96,Org. Strain
12/20/21,Nigeria,0.39,Org. Strain
1/3/22,Nigeria,0.98,Org. Strain
1/17/22,Nigeria,0,Org. Strain
4/12/21,North Macedonia,2.78,Org. Strain
8/17/20,Norway,29.88,Org. Strain
9/14/20,Norway,76.85,Org. Strain
9/28/20,Norway,28.21,Org. Strain
10/12/20,Norway,21.79,Org. Strain
10/26/20,Norway,25,Org. Strain
11/9/20,Norway,46.55,Org. Strain
11/23/20,Norway,51.54,Org. Strain
12/7/20,Norway,65.95,Org. Strain
12/21/20,Norway,76.12,Org. Strain
1/4/21,Norway,62.26,Org. Strain
1/18/21,Norway,45.68,Org. Strain
2/1/21,Norway,56.63,Org. Strain
2/15/21,Norway,40.97,Org. Strain
3/1/21,Norway,20.44,Org. Strain
3/15/21,Norway,6.69,Org. Strain
3/29/21,Norway,1.64,Org. Strain
4/12/21,Norway,0.87,Org. Strain
4/26/21,Norway,0.38,Org. Strain
5/10/21,Norway,0.56,Org. Strain
5/24/21,Norway,0.42,Org. Strain
6/7/21,Norway,0.25,Org. Strain
6/21/21,Norway,0.53,Org. Strain
7/5/21,Norway,0.63,Org. Strain
7/19/21,Norway,0.45,Org. Strain
8/2/21,Norway,0,Org. Strain
8/16/21,Norway,-0.01,Org. Strain
8/30/21,Norway,0.06,Org. Strain
9/13/21,Norway,0,Org. Strain
9/27/21,Norway,0,Org. Strain
10/11/21,Norway,0,Org. Strain
10/25/21,Norway,0,Org. Strain
11/8/21,Norway,0,Org. Strain
11/22/21,Norway,0,Org. Strain
12/6/21,Norway,0,Org. Strain
12/20/21,Norway,0,Org. Strain
1/3/22,Norway,0,Org. Strain
1/17/22,Norway,0.07,Org. Strain
1/31/22,Norway,0,Org. Strain
2/14/22,Norway,0.04,Org. Strain
2/28/22,Norway,0.13,Org. Strain
3/14/22,Norway,0.03,Org. Strain
3/28/22,Norway,0.08,Org. Strain
4/11/22,Norway,0,Org. Strain
4/25/22,Norway,0.01,Org. Strain
5/9/22,Norway,0,Org. Strain
5/23/22,Norway,0,Org. Strain
6/6/22,Norway,0.01,Org. Strain
6/20/22,Norway,-0.01,Org. Strain
7/4/22,Norway,0.01,Org. Strain
7/18/22,Norway,-0.01,Org. Strain
8/1/22,Norway,0.01,Org. Strain
8/15/22,Norway,-0.02,Org. Strain
8/29/22,Norway,0,Org. Strain
9/12/22,Norway,0,Org. Strain
9/26/22,Norway,0,Org. Strain
10/10/22,Norway,-0.01,Org. Strain
10/24/22,Norway,0,Org. Strain
11/7/22,Norway,-0.01,Org. Strain
11/21/22,Norway,0,Org. Strain
12/5/22,Norway,0,Org. Strain
3/29/21,Pakistan,1.97,Org. Strain
4/12/21,Pakistan,0,Org. Strain
6/7/21,Pakistan,1.03,Org. Strain
7/19/21,Pakistan,0,Org. Strain
8/16/21,Pakistan,0,Org. Strain
8/30/21,Pakistan,0,Org. Strain
9/13/21,Pakistan,0.56,Org. Strain
9/27/21,Pakistan,0,Org. Strain
1/31/22,Pakistan,0.95,Org. Strain
2/14/22,Pakistan,3.13,Org. Strain
2/28/22,Pakistan,8.18,Org. Strain
6/20/22,Pakistan,0.75,Org. Strain
7/4/22,Pakistan,0.44,Org. Strain
7/18/22,Pakistan,0.61,Org. Strain
8/1/22,Pakistan,0.61,Org. Strain
8/15/22,Pakistan,0,Org. Strain
8/29/22,Pakistan,6.51,Org. Strain
9/12/22,Pakistan,4.89,Org. Strain
5/24/21,Panama,42.62,Org. Strain
6/7/21,Panama,21.84,Org. Strain
7/19/21,Panama,13.24,Org. Strain
8/2/21,Panama,5.75,Org. Strain
8/16/21,Panama,3.57,Org. Strain
8/30/21,Panama,2.88,Org. Strain
9/13/21,Panama,0.01,Org. Strain
9/27/21,Panama,0,Org. Strain
10/25/21,Panama,0,Org. Strain
12/6/21,Panama,0,Org. Strain
12/20/21,Panama,0,Org. Strain
1/3/22,Panama,0,Org. Strain
1/17/22,Panama,0,Org. Strain
1/31/22,Panama,0,Org. Strain
2/14/22,Panama,0,Org. Strain
5/9/22,Panama,0,Org. Strain
5/23/22,Panama,-0.01,Org. Strain
6/6/22,Panama,0.01,Org. Strain
6/20/22,Panama,0,Org. Strain
7/4/22,Panama,0,Org. Strain
7/18/22,Panama,0.01,Org. Strain
8/15/22,Panama,0,Org. Strain
8/29/22,Panama,0,Org. Strain
12/5/22,Panama,0.01,Org. Strain
3/15/21,Papua New Guinea,100,Org. Strain
3/29/21,Papua New Guinea,100,Org. Strain
4/12/21,Papua New Guinea,100,Org. Strain
5/10/21,Papua New Guinea,100,Org. Strain
8/30/21,Papua New Guinea,0.44,Org. Strain
9/13/21,Papua New Guinea,0,Org. Strain
9/27/21,Papua New Guinea,0,Org. Strain
10/11/21,Papua New Guinea,0,Org. Strain
10/25/21,Papua New Guinea,0,Org. Strain
2/14/22,Papua New Guinea,0,Org. Strain
3/1/21,Paraguay,79.81,Org. Strain
6/20/22,Paraguay,0,Org. Strain
7/4/22,Paraguay,0,Org. Strain
7/18/22,Paraguay,-0.01,Org. Strain
8/1/22,Paraguay,0,Org. Strain
8/31/20,Peru,100,Org. Strain
10/26/20,Peru,99.28,Org. Strain
12/21/20,Peru,97.36,Org. Strain
1/4/21,Peru,84.88,Org. Strain
1/18/21,Peru,77.48,Org. Strain
2/1/21,Peru,61.42,Org. Strain
2/15/21,Peru,63.73,Org. Strain
3/1/21,Peru,40.24,Org. Strain
3/15/21,Peru,18.55,Org. Strain
3/29/21,Peru,7.53,Org. Strain
4/12/21,Peru,6.75,Org. Strain
4/26/21,Peru,5.9,Org. Strain
5/10/21,Peru,0.89,Org. Strain
5/24/21,Peru,1.92,Org. Strain
6/7/21,Peru,1.18,Org. Strain
6/21/21,Peru,0.72,Org. Strain
7/5/21,Peru,2.21,Org. Strain
7/19/21,Peru,0.47,Org. Strain
8/2/21,Peru,0.22,Org. Strain
8/16/21,Peru,0.27,Org. Strain
8/30/21,Peru,0,Org. Strain
9/13/21,Peru,0.3,Org. Strain
9/27/21,Peru,0,Org. Strain
10/11/21,Peru,-0.01,Org. Strain
10/25/21,Peru,0.01,Org. Strain
11/8/21,Peru,-0.01,Org. Strain
11/22/21,Peru,0,Org. Strain
12/6/21,Peru,-0.02,Org. Strain
12/20/21,Peru,0.01,Org. Strain
1/3/22,Peru,0,Org. Strain
1/17/22,Peru,0,Org. Strain
1/31/22,Peru,0,Org. Strain
2/14/22,Peru,0.01,Org. Strain
2/28/22,Peru,0,Org. Strain
3/14/22,Peru,0,Org. Strain
3/28/22,Peru,-0.01,Org. Strain
4/11/22,Peru,0.01,Org. Strain
4/25/22,Peru,0,Org. Strain
5/9/22,Peru,0,Org. Strain
5/23/22,Peru,0,Org. Strain
6/6/22,Peru,0,Org. Strain
6/20/22,Peru,0,Org. Strain
7/4/22,Peru,-0.01,Org. Strain
7/18/22,Peru,-0.01,Org. Strain
8/1/22,Peru,0.01,Org. Strain
8/15/22,Peru,-0.01,Org. Strain
8/29/22,Peru,0,Org. Strain
9/12/22,Peru,0,Org. Strain
9/26/22,Peru,0,Org. Strain
10/10/22,Peru,0,Org. Strain
10/24/22,Peru,0.01,Org. Strain
11/7/22,Peru,-0.01,Org. Strain
11/21/22,Peru,-0.01,Org. Strain
12/5/22,Peru,0.01,Org. Strain
11/9/20,Philippines,100,Org. Strain
11/23/20,Philippines,98.77,Org. Strain
12/7/20,Philippines,100,Org. Strain
12/21/20,Philippines,98.87,Org. Strain
1/4/21,Philippines,97.55,Org. Strain
1/18/21,Philippines,92.53,Org. Strain
2/1/21,Philippines,95.73,Org. Strain
2/15/21,Philippines,88.15,Org. Strain
3/1/21,Philippines,59.16,Org. Strain
3/15/21,Philippines,23.33,Org. Strain
3/29/21,Philippines,10.73,Org. Strain
4/12/21,Philippines,6.28,Org. Strain
4/26/21,Philippines,14.63,Org. Strain
5/10/21,Philippines,2.81,Org. Strain
5/24/21,Philippines,3.15,Org. Strain
6/7/21,Philippines,4.61,Org. Strain
6/21/21,Philippines,3.62,Org. Strain
7/5/21,Philippines,3.49,Org. Strain
7/19/21,Philippines,5.96,Org. Strain
8/2/21,Philippines,3.4,Org. Strain
8/16/21,Philippines,1.24,Org. Strain
8/30/21,Philippines,0.26,Org. Strain
9/13/21,Philippines,1.18,Org. Strain
1/3/22,Philippines,-0.01,Org. Strain
1/17/22,Philippines,0,Org. Strain
1/31/22,Philippines,0,Org. Strain
2/14/22,Philippines,0,Org. Strain
2/28/22,Philippines,0,Org. Strain
3/14/22,Philippines,0,Org. Strain
6/6/22,Philippines,0,Org. Strain
6/20/22,Philippines,-0.01,Org. Strain
7/4/22,Philippines,0,Org. Strain
7/18/22,Philippines,-0.01,Org. Strain
8/1/22,Philippines,0,Org. Strain
8/15/22,Philippines,-0.01,Org. Strain
8/29/22,Philippines,0,Org. Strain
9/12/22,Philippines,0,Org. Strain
9/26/22,Philippines,0,Org. Strain
10/10/22,Philippines,0,Org. Strain
10/24/22,Philippines,0,Org. Strain
1/4/21,Poland,42.11,Org. Strain
1/18/21,Poland,38.95,Org. Strain
2/1/21,Poland,39.14,Org. Strain
2/15/21,Poland,28.35,Org. Strain
3/1/21,Poland,17.6,Org. Strain
3/15/21,Poland,6.23,Org. Strain
3/29/21,Poland,2.51,Org. Strain
4/12/21,Poland,0.77,Org. Strain
4/26/21,Poland,0.4,Org. Strain
5/10/21,Poland,0.24,Org. Strain
5/24/21,Poland,0.13,Org. Strain
6/7/21,Poland,0.51,Org. Strain
6/21/21,Poland,0.3,Org. Strain
7/5/21,Poland,1.9,Org. Strain
7/19/21,Poland,2.57,Org. Strain
8/2/21,Poland,2.68,Org. Strain
8/16/21,Poland,0.33,Org. Strain
8/30/21,Poland,0,Org. Strain
9/13/21,Poland,0,Org. Strain
9/27/21,Poland,0.06,Org. Strain
10/11/21,Poland,0,Org. Strain
10/25/21,Poland,0,Org. Strain
11/8/21,Poland,0.03,Org. Strain
11/22/21,Poland,0,Org. Strain
12/6/21,Poland,0,Org. Strain
12/20/21,Poland,0.02,Org. Strain
1/3/22,Poland,0.15,Org. Strain
1/17/22,Poland,1.65,Org. Strain
1/31/22,Poland,1.52,Org. Strain
2/14/22,Poland,0.96,Org. Strain
2/28/22,Poland,0.77,Org. Strain
3/14/22,Poland,0.82,Org. Strain
3/28/22,Poland,0.08,Org. Strain
4/11/22,Poland,0.53,Org. Strain
4/25/22,Poland,-0.01,Org. Strain
5/9/22,Poland,-0.01,Org. Strain
5/23/22,Poland,0,Org. Strain
6/6/22,Poland,0.01,Org. Strain
6/20/22,Poland,0.01,Org. Strain
7/4/22,Poland,0,Org. Strain
7/18/22,Poland,0,Org. Strain
8/1/22,Poland,0,Org. Strain
8/15/22,Poland,0,Org. Strain
8/29/22,Poland,-0.01,Org. Strain
9/12/22,Poland,0,Org. Strain
9/26/22,Poland,-0.01,Org. Strain
10/10/22,Poland,0.01,Org. Strain
10/24/22,Poland,-0.01,Org. Strain
11/7/22,Poland,0,Org. Strain
12/19/22,Poland,0,Org. Strain
11/23/20,Portugal,12.6,Org. Strain
1/4/21,Portugal,15.1,Org. Strain
1/18/21,Portugal,11.54,Org. Strain
2/1/21,Portugal,11.11,Org. Strain
2/15/21,Portugal,10.15,Org. Strain
3/15/21,Portugal,2.85,Org. Strain
4/12/21,Portugal,0.94,Org. Strain
4/26/21,Portugal,2.58,Org. Strain
5/10/21,Portugal,1.55,Org. Strain
5/24/21,Portugal,4.7,Org. Strain
6/7/21,Portugal,0.52,Org. Strain
6/21/21,Portugal,0.38,Org. Strain
7/5/21,Portugal,0,Org. Strain
7/19/21,Portugal,0.08,Org. Strain
8/2/21,Portugal,0.09,Org. Strain
8/16/21,Portugal,0,Org. Strain
8/30/21,Portugal,0,Org. Strain
9/13/21,Portugal,0,Org. Strain
9/27/21,Portugal,0,Org. Strain
10/11/21,Portugal,0,Org. Strain
10/25/21,Portugal,0,Org. Strain
11/8/21,Portugal,0,Org. Strain
11/22/21,Portugal,0,Org. Strain
12/6/21,Portugal,0,Org. Strain
12/20/21,Portugal,0,Org. Strain
1/3/22,Portugal,-0.01,Org. Strain
1/17/22,Portugal,0,Org. Strain
1/31/22,Portugal,0,Org. Strain
2/14/22,Portugal,0,Org. Strain
2/28/22,Portugal,0,Org. Strain
3/14/22,Portugal,0.11,Org. Strain
3/28/22,Portugal,0.08,Org. Strain
4/11/22,Portugal,0.02,Org. Strain
4/25/22,Portugal,0.01,Org. Strain
5/9/22,Portugal,0.01,Org. Strain
5/23/22,Portugal,0,Org. Strain
6/6/22,Portugal,0.01,Org. Strain
6/20/22,Portugal,-0.01,Org. Strain
7/4/22,Portugal,0,Org. Strain
7/18/22,Portugal,0,Org. Strain
8/1/22,Portugal,0,Org. Strain
8/15/22,Portugal,-0.01,Org. Strain
8/29/22,Portugal,-0.01,Org. Strain
9/12/22,Portugal,0,Org. Strain
9/26/22,Portugal,-0.01,Org. Strain
10/10/22,Portugal,0,Org. Strain
10/24/22,Portugal,0.01,Org. Strain
11/7/22,Portugal,0,Org. Strain
11/21/22,Portugal,0.01,Org. Strain
12/5/22,Portugal,0,Org. Strain
5/11/20,Qatar,100,Org. Strain
6/8/20,Qatar,100,Org. Strain
6/22/20,Qatar,100,Org. Strain
3/1/21,Qatar,24.76,Org. Strain
3/29/21,Qatar,1.74,Org. Strain
4/26/21,Qatar,7.94,Org. Strain
5/10/21,Qatar,8.13,Org. Strain
8/16/21,Qatar,0,Org. Strain
8/30/21,Qatar,0,Org. Strain
9/13/21,Qatar,0,Org. Strain
9/27/21,Qatar,0,Org. Strain
1/17/22,Qatar,0,Org. Strain
8/1/22,Qatar,0,Org. Strain
8/15/22,Qatar,0,Org. Strain
9/12/22,Qatar,0,Org. Strain
9/26/22,Qatar,-0.01,Org. Strain
10/10/22,Qatar,0,Org. Strain
11/23/20,Romania,18.52,Org. Strain
12/7/20,Romania,41.86,Org. Strain
1/18/21,Romania,26.56,Org. Strain
2/1/21,Romania,9.35,Org. Strain
2/15/21,Romania,7.06,Org. Strain
3/1/21,Romania,2.53,Org. Strain
3/15/21,Romania,4.88,Org. Strain
3/29/21,Romania,1.81,Org. Strain
4/12/21,Romania,1.94,Org. Strain
4/26/21,Romania,1.79,Org. Strain
5/10/21,Romania,1.31,Org. Strain
5/24/21,Romania,0,Org. Strain
6/7/21,Romania,0,Org. Strain
6/21/21,Romania,0,Org. Strain
8/2/21,Romania,0,Org. Strain
8/16/21,Romania,0,Org. Strain
8/30/21,Romania,0,Org. Strain
9/13/21,Romania,0,Org. Strain
9/27/21,Romania,0,Org. Strain
10/11/21,Romania,0,Org. Strain
10/25/21,Romania,0,Org. Strain
11/8/21,Romania,0,Org. Strain
11/22/21,Romania,0,Org. Strain
12/6/21,Romania,0,Org. Strain
12/20/21,Romania,0,Org. Strain
1/3/22,Romania,0,Org. Strain
1/17/22,Romania,0,Org. Strain
1/31/22,Romania,0,Org. Strain
2/14/22,Romania,0.01,Org. Strain
2/28/22,Romania,0.01,Org. Strain
3/14/22,Romania,0,Org. Strain
3/28/22,Romania,-0.01,Org. Strain
4/11/22,Romania,0,Org. Strain
4/25/22,Romania,0.01,Org. Strain
5/9/22,Romania,0,Org. Strain
5/23/22,Romania,0,Org. Strain
6/6/22,Romania,0.02,Org. Strain
6/20/22,Romania,-0.01,Org. Strain
7/4/22,Romania,0.01,Org. Strain
7/18/22,Romania,-0.02,Org. Strain
8/1/22,Romania,-0.01,Org. Strain
8/15/22,Romania,0,Org. Strain
8/29/22,Romania,-0.01,Org. Strain
9/12/22,Romania,0,Org. Strain
9/26/22,Romania,-0.01,Org. Strain
10/10/22,Romania,-0.01,Org. Strain
10/24/22,Romania,0,Org. Strain
5/25/20,Russia,100,Org. Strain
6/8/20,Russia,100,Org. Strain
6/22/20,Russia,100,Org. Strain
8/17/20,Russia,100,Org. Strain
8/31/20,Russia,100,Org. Strain
9/14/20,Russia,100,Org. Strain
9/28/20,Russia,100,Org. Strain
10/12/20,Russia,99.64,Org. Strain
10/26/20,Russia,99.67,Org. Strain
11/9/20,Russia,100,Org. Strain
11/23/20,Russia,100,Org. Strain
12/7/20,Russia,100,Org. Strain
12/21/20,Russia,100,Org. Strain
1/4/21,Russia,99.58,Org. Strain
2/15/21,Russia,92.5,Org. Strain
3/1/21,Russia,89.7,Org. Strain
3/15/21,Russia,79.13,Org. Strain
3/29/21,Russia,67.98,Org. Strain
4/12/21,Russia,71.49,Org. Strain
4/26/21,Russia,73.07,Org. Strain
5/10/21,Russia,64.72,Org. Strain
5/24/21,Russia,32.19,Org. Strain
6/7/21,Russia,18.12,Org. Strain
6/21/21,Russia,5.98,Org. Strain
7/5/21,Russia,0.96,Org. Strain
7/19/21,Russia,0.77,Org. Strain
8/2/21,Russia,2.14,Org. Strain
8/16/21,Russia,1.3,Org. Strain
8/30/21,Russia,0.58,Org. Strain
9/13/21,Russia,0,Org. Strain
9/27/21,Russia,0,Org. Strain
10/11/21,Russia,0,Org. Strain
10/25/21,Russia,0,Org. Strain
11/8/21,Russia,0,Org. Strain
11/22/21,Russia,0.15,Org. Strain
12/6/21,Russia,0,Org. Strain
12/20/21,Russia,0,Org. Strain
1/3/22,Russia,0,Org. Strain
1/17/22,Russia,0,Org. Strain
1/31/22,Russia,0.07,Org. Strain
2/14/22,Russia,0,Org. Strain
2/28/22,Russia,-0.01,Org. Strain
3/14/22,Russia,-0.01,Org. Strain
3/28/22,Russia,-0.01,Org. Strain
4/11/22,Russia,0,Org. Strain
4/25/22,Russia,-0.01,Org. Strain
5/9/22,Russia,0,Org. Strain
5/23/22,Russia,-0.01,Org. Strain
6/6/22,Russia,0,Org. Strain
6/20/22,Russia,0.01,Org. Strain
7/4/22,Russia,0,Org. Strain
7/18/22,Russia,0,Org. Strain
8/1/22,Russia,0.01,Org. Strain
8/15/22,Russia,0.01,Org. Strain
8/29/22,Russia,0,Org. Strain
9/12/22,Russia,0.01,Org. Strain
9/26/22,Russia,0,Org. Strain
10/10/22,Russia,0.01,Org. Strain
10/24/22,Russia,0,Org. Strain
11/7/22,Russia,0.01,Org. Strain
11/21/22,Russia,0.01,Org. Strain
12/5/22,Russia,0,Org. Strain
